curr,dest,arrival_time,end_time,wait_time
1,2,17922.896365880497,17998,75.10363411950311
1,6,18151.932911042437,18207,55.0670889575631
1,4,18437.211806203395,18511,73.7881937966049
4,9,18529.941533006662,18578,48.05846699333779
1,3,18588.720162867667,18675,86.27983713233334
3,5,18772.394003689453,18802,29.605996310547198
2,9,18852.898093952364,18950,97.10190604763557
1,5,18944.297381387863,19065,120.70261861213658
5,9,19129.03292383807,19172,42.96707616193089
1,3,19498.193785193936,19595,96.80621480606351
1,4,19500.94891908051,19611,110.05108091948932
1,9,19533.10187114901,19664,130.89812885098945
3,4,19670.28321969121,19744,73.71678030879048
4,9,20063.43750039043,20114,50.562499609568476
1,4,20194.31692949596,20296,101.6830705040411
1,3,20552.95388454423,20609,56.04611545577063
1,3,20724.575326913313,20765,40.42467308668711
1,3,20734.625166913735,20765,30.374833086265426
1,6,20760.24476605276,20901,140.7552339472386
1,5,20801.11049682534,20880,78.88950317466151
1,5,20896.037900182902,20963,66.96209981709762
1,4,20956.764000047908,21044,87.23599995209224
1,9,20957.099917928797,21104,146.90008207120263
1,5,20982.542830079037,21062,79.45716992096277
1,4,21001.119500368557,21044,42.880499631442945
1,4,21182.259005569245,21252,69.74099443075465
1,4,21358.17861510206,21420,61.821384897939424
1,4,21377.736305419945,21420,42.26369458005502
1,4,21447.720436334563,21520,72.27956366543731
1,5,21466.476257144026,21541,74.52374285597398
1,9,21491.774102967254,21702,210.2258970327457
1,9,21550.300509957477,21702,151.6994900425234
1,6,21558.25077778405,21655,96.74922221594898
1,6,21584.42636038009,21655,70.57363961990995
5,9,21621.38280799463,21693,71.61719200537118
1,4,21668.618791810033,21823,154.38120818996686
1,5,21670.701218029044,21845,174.29878197095604
1,3,21732.718539758724,21806,73.28146024127636
1,5,21760.944866215406,21845,84.05513378459364
1,4,21821.966458805655,21945,123.03354119434516
1,6,21872.485563753802,21969,96.51443624619787
1,4,22181.539814862615,22251,69.46018513738454
1,5,22214.965913174077,22268,53.034086825922714
1,9,22341.36751520576,22456,114.63248479424146
1,4,22354.84215977616,22406,51.15784022384105
1,3,22532.220042133697,22636,103.77995786630345
1,4,22533.723746732303,22656,122.27625326769703
6,8,22545.72670579773,22626,80.27329420227034
1,3,22617.461476774046,22738,120.53852322595412
1,4,22895.250323769687,22944,48.749676230312616
1,4,23012.42903334826,23074,61.57096665173958
1,4,23136.93031035206,23199,62.0696896479385
1,6,23334.869781468686,23414,79.13021853131431
1,3,23344.21928074359,23384,39.78071925641052
3,4,23437.96413602998,23469,31.035863970020728
3,5,23546.750900454408,23584,37.24909954559189
3,9,23643.137974451925,23755,111.8620255480746
1,4,23679.6611986751,23786,106.33880132489867
1,5,23692.486914718538,23805,112.51308528146183
3,6,23837.229344811945,23908,70.77065518805466
1,9,23857.789947887733,24080,222.21005211226657
1,8,23906.698247693123,24057,150.30175230687746
1,3,23983.700568096396,24094,110.29943190360427
1,4,24095.948827624983,24185,89.0511723750169
1,3,24111.566849749055,24156,44.43315025094489
3,5,24118.08359020168,24204,85.91640979831936
1,3,24282.17097901747,24326,43.8290209825318
3,9,24334.30713904753,24400,65.69286095246935
1,6,24427.895297496638,24510,82.1047025033622
1,7,24460.167378914837,24529,68.83262108516283
3,9,24556.698479436804,24663,106.30152056319639
2,5,24614.01925693154,24729,114.98074306845956
1,4,24833.72749741118,24921,87.27250258882123
3,5,24870.483902497894,24998,127.51609750210628
1,5,24875.599323307517,24942,66.4006766924831
1,3,24944.87750828759,25043,98.1224917124091
6,8,25038.26118951967,25081,42.73881048032854
1,3,25270.643644898388,25318,47.35635510161228
1,9,25398.28491980777,25535,136.71508019222892
3,6,25413.687916928364,25527,113.31208307163615
1,8,25571.85811953391,25707,135.1418804660898
5,9,25621.158604260403,25733,111.84139573959692
4,6,25777.146783042197,25845,67.85321695780294
1,2,25809.456179454468,25924,114.54382054553207
1,3,25815.193571485135,25942,126.80642851486482
1,3,25838.797935967643,25942,103.20206403235716
1,5,25894.139542949353,25967,72.8604570506468
1,3,25970.481842199646,26040,69.51815780035395
1,5,25989.77447190547,26064,74.22552809452827
3,6,26091.825200009403,26142,50.17479999059651
1,2,26182.585659611817,26242,59.41434038818261
1,8,26246.291353234763,26327,80.70864676523706
1,8,26254.710224882103,26327,72.28977511789708
1,8,26335.862586778698,26453,117.13741322130227
1,3,26371.85080329516,26406,34.14919670483869
3,9,26468.471012830458,26583,114.52898716954223
3,9,26476.401416036555,26583,106.59858396344498
2,8,26516.845708770295,26657,140.15429122970454
3,5,26731.433922605,26818,86.56607739500032
1,2,26741.516460165567,26857,115.48353983443303
1,7,26770.384846815556,26906,135.61515318444435
1,3,26987.18775867158,27047,59.812241328421806
3,9,27302.051279509073,27374,71.94872049092737
1,5,27344.144893020915,27489,144.85510697908467
5,9,27360.32618558709,27516,155.67381441290854
1,6,27405.732080775248,27508,102.2679192247524
4,6,27478.633113247393,27574,95.36688675260666
1,3,27590.90353011579,27658,67.09646988421082
1,2,27699.833233362115,27732,32.1667666378853
1,5,27743.0539697713,27794,50.94603022870069
1,7,27897.860257881897,27990,92.13974211810273
1,4,28746.335331500155,28831,84.66466849984499
1,3,29208.400723626997,29259,50.599276373002795
1,4,29945.805228397945,30000,54.19477160205497
1,4,30879.16760190107,30936,56.83239809892984
1,9,31288.497872657474,31386,97.50212734252636
1,3,31442.39517326933,31531,88.60482673066872
1,9,32105.567980696887,32197,91.43201930311261
1,6,32301.310012004884,32412,110.6899879951161
1,9,32798.687652468696,32912,113.31234753130411
4,6,32900.22379602481,32976,75.77620397519058
1,8,33185.650980152765,33289,103.34901984723547
7,9,33365.184290985264,33402,36.81570901473606
1,3,33576.20096638257,33669,92.79903361743345
1,4,33634.5887435079,33688,53.41125649210153
1,6,33978.786316101105,34050,71.2136838988954
1,3,34328.31918969979,34398,69.6808103002113
1,4,34347.10543544717,34417,69.89456455282925
1,5,34348.23286989606,34436,87.76713010393723
1,4,35381.15252423874,35449,67.84747576125665
1,9,35593.728913004285,35698,104.27108699571545
1,8,35979.71384916631,36106,126.2861508336864
1,3,36848.322246491116,36934,85.67775350888405
1,3,36857.579468270174,36934,76.4205317298256
1,4,37019.756790987645,37067,47.24320901235478
1,3,37075.67999097121,37126,50.320009028786444
1,3,37825.834359207285,37873,47.16564079271484
1,3,38779.01744304052,38824,44.98255695948319
1,3,39242.647475656624,39283,40.35252434337599
1,9,39906.69152798564,39993,86.30847201435972
1,5,39991.08614763878,40107,115.91385236122005
1,4,40342.736758950065,40413,70.26324104993546
1,5,40728.582293128966,40796,67.41770687103417
1,5,41027.5550533846,41109,81.44494661539647
1,4,41729.35570042474,41794,64.64429957525863
1,9,42097.4294902432,42199,101.57050975679886
1,3,42362.65959033206,42452,89.34040966793691
1,4,42384.682326449736,42469,84.31767355026386
1,3,42402.98422764882,42452,49.0157723511802
1,3,42632.36431151694,42681,48.63568848306022
2,9,42763.01981301567,42840,76.98018698432861
1,5,42935.7590448574,43059,123.24095514260262
1,3,42972.07403148607,43030,57.925968513933185
1,5,42977.59465867934,43059,81.40534132065659
1,3,42987.51003027079,43030,42.489969729213044
1,4,43035.20799372113,43233,197.79200627886894
1,3,43036.29228076301,43204,167.70771923699067
5,9,43046.57230670411,43124,77.42769329588918
6,8,43064.036119675846,43310,245.96388032415416
3,6,43075.29846449916,43274,198.7015355008407
1,3,43086.45640543303,43204,117.54359456696693
1,4,43094.71210850865,43233,138.28789149135264
3,5,43114.138901053295,43252,137.86109894670517
1,4,43138.01654799107,43233,94.983452008928
1,3,43144.62525337531,43204,59.374746624693216
2,9,43184.14921078146,43418,233.8507892185371
1,3,43685.87936325733,43771,85.1206367426712
1,4,43691.66231909449,43790,98.33768090551166
1,3,44046.22837942294,44103,56.771620577063004
1,4,44187.51629689491,44238,50.48370310509199
2,7,44253.40235869064,44317,63.59764130935946
1,4,44465.14346348257,44553,87.85653651742905
1,3,45103.89586410205,45159,55.10413589794916
3,6,45167.75772545657,45206,38.24227454343054
1,9,45296.45093305261,45413,116.54906694738747
1,3,45465.731034019416,45563,97.26896598058374
1,2,45482.70685577686,45547,64.29314422314201
1,3,45508.144189285464,45563,54.85581071453635
1,3,45590.95040528639,45631,40.0495947136078
1,3,45598.505570359455,45631,32.494429640544695
3,6,45649.165820358656,45685,35.834179641344235
1,9,45745.921714391196,45864,118.07828560880444
1,3,45905.38030143001,46004,98.61969856999349
1,8,45926.90340843086,46079,152.0965915691413
3,9,45985.699532253646,46098,112.30046774635412
2,8,46052.43232360343,46174,121.56767639656755
3,9,46364.94412914855,46469,104.05587085145089
1,7,46462.92539335209,46643,180.07460664791142
6,7,46522.875005097536,46594,71.1249949024641
3,9,46571.30096084848,46721,149.699039151521
1,7,46772.25375793829,46888,115.74624206170847
1,5,46775.05653581366,46863,87.94346418634086
3,9,46885.01113353404,47018,132.9888664659593
1,8,46982.841956497716,47191,208.15804350228427
1,7,46997.84600846888,47172,174.1539915311223
3,5,47003.869646431485,47153,149.1303535685147
1,9,47009.0276859319,47214,204.9723140681017
3,9,47037.489624737296,47233,195.51037526270375
1,9,47039.399824379085,47214,174.60017562091525
1,8,47259.370036687396,47441,181.62996331260365
1,3,47321.032474787964,47356,34.96752521203598
5,8,47341.00058944092,47462,120.9994105590813
3,8,47346.62797039798,47441,94.3720296020183
1,9,47385.584571961816,47607,221.41542803818447
1,7,47425.41623621335,47582,156.5837637866498
3,5,47737.18561754057,47802,64.81438245942991
3,9,47761.93702104308,47840,78.06297895692114
4,9,47922.07902314414,48035,112.92097685585759
1,2,47937.212352956674,48063,125.7876470433257
3,9,47940.00386385217,48175,234.9961361478272
1,5,47963.56763279966,48126,162.43236720033747
1,3,48030.49024101029,48084,53.50975898971228
3,5,48264.41611673206,48293,28.58388326793647
1,3,48287.118341594214,48401,113.88165840578586
1,9,48288.96959777721,48506,217.0304022227865
1,6,48314.27214901299,48456,141.72785098700842
1,3,48346.55555110913,48401,54.44444889087026
2,5,48369.652670885676,48486,116.34732911432366
1,8,48447.93850195791,48682,234.0614980420869
3,8,48492.200510680486,48682,189.79948931951367
3,4,48500.702388364676,48610,109.29761163532385
1,5,48528.58068899096,48630,101.41931100904185
2,5,48530.31449264669,48701,170.6855073533079
2,5,48572.09740349125,48701,128.9025965087494
1,3,48572.57241156693,48794,221.42758843307092
1,9,48601.165159007316,48905,303.8348409926839
1,4,48647.91658628774,48826,178.08341371225833
5,9,48791.350454231484,48879,87.64954576851596
5,8,48803.534346420776,48860,56.465653579223726
1,5,48841.87136938998,49024,182.1286306100228
1,3,48869.66600765236,48998,128.33399234763783
3,8,49079.81417397353,49162,82.18582602647075
2,8,49127.884018816076,49308,180.1159811839243
5,9,49147.83813764266,49275,127.16186235733767
3,9,49212.428338152255,49461,248.57166184774542
1,4,49290.35226801535,49475,184.64773198465264
1,5,49341.94326441207,49494,152.05673558793205
1,3,49367.77031261681,49447,79.22968738318741
1,3,49562.55765506765,49621,58.44234493235126
1,3,49744.62926006206,49789,44.370739937941835
1,5,49762.56997605948,49817,54.430023940520186
3,9,49791.22337167583,49938,146.77662832417263
3,5,49821.83803156632,49890,68.16196843367652
1,4,49919.42331804663,50003,83.57668195336737
1,4,50124.40006481921,50186,61.59993518079136
1,3,50296.719721164685,50350,53.280278835314675
1,3,50715.47301252824,50760,44.52698747176328
1,3,51142.01184380407,51189,46.98815619592642
1,5,51325.08573003429,51387,61.914269965709536
2,9,51790.581346672574,51882,91.418653327426
1,3,52017.00223575112,52110,92.99776424888114
1,4,52543.69200126237,52595,51.30799873763317
1,5,53012.34393074268,53082,69.65606925731845
1,3,53143.63394003635,53202,58.366059963649604
2,9,53403.685781746164,53481,77.31421825383586
6,8,53466.501473074895,53544,77.49852692510467
1,4,53490.51317064788,53624,133.48682935212128
1,5,53496.542476909635,53642,145.4575230903647
1,7,54456.36911250784,54590,133.63088749215967
3,6,54462.45106009523,54577,114.54893990477285
1,5,55866.973458046785,55944,77.0265419532152
1,3,55993.332937851104,56057,63.66706214889564
1,4,56525.76065368762,56576,50.2393463123808
1,3,56900.043634755646,56961,60.95636524435395
3,9,56922.211014978915,57027,104.78898502108495
1,6,58200.48481247156,58267,66.51518752844277
1,4,58627.59418393667,58706,78.40581606332853
6,9,58997.319519950936,59048,50.6804800490645
1,3,59159.27175287087,59257,97.7282471291328
1,3,59195.90678779394,59257,61.09321220606216
5,9,59550.372999404586,59608,57.62700059541385
1,6,59873.63503542577,59990,116.36496457423345
1,6,60192.963741386724,60282,89.036258613276
1,4,60379.61890450167,60458,78.38109549832734
2,9,61226.2207384562,61309,82.77926154380111
1,6,61756.95347133843,61872,115.04652866157267
1,7,62110.16554459761,62210,99.83445540239336
2,9,62615.09907956996,62742,126.90092043003824
1,4,62672.645901992604,62805,132.3540980073958
1,5,63191.51067350327,63257,65.48932649673225
1,3,63863.33616376773,63922,58.663836232270114
1,6,64122.51894695366,64200,77.48105304633646
1,3,64129.49746351481,64166,36.50253648518992
1,3,64611.79048865572,64679,67.20951134427742
